User ID,CATEGORIA APP
CO_34d67513-ea0f-4cbb-8430-5a76d3d5880b,No pork
CO_3770b38a-06c3-472c-858a-3defed57b98b,Regular
CO_392981a1-9553-43a4-9bec-cb987e3f80f9,Regular
CO_3c95fa93-d178-4a57-b8ec-ebdaeeb075cf,Regular
CO_3c9e1f60-13da-4079-b9a0-4b69da81573a,Regular
CO_3cf620c4-3dd5-47c9-b6e0-157df9f9af18,Special
CO_3f2e8114-c5e9-4f90-9321-14320d99f823,Gluten free & Lactose free
CO_3f574fb6-123d-4445-afe1-6a2c43bcf18a,Regular
CO_410cc642-6007-4b78-a49e-3f408fc62d67,Vegetarian/Vegan
CO_486f704a-d58d-4787-a00d-cfbe99a5319f,Regular
CO_491de30c-e5eb-48f6-83cf-3b8b995f3512,Vegetarian/Vegan
CO_4973f916-15ea-4455-9f29-27ebca82b739,Lactose free
CO_4c59f0f7-c872-4887-837e-08e57571561c,Regular
CO_4eb61bac-9cab-4977-b1a3-7aa6248f76ad,No pork
CO_4f350359-d08f-468a-bc8f-4c2ef6bc7bec,Regular
CO_51bf9136-476a-4d97-91ec-74b6cf493b6e,Regular
CO_53af40e4-b2dc-4268-ae31-b316d51f99f6,Regular
CO_56d67c99-aac4-4ef3-ba0f-2d6bbc7d6cfe,Regular
CO_56e5b424-4113-4076-b944-11c961e7aabb,Regular
CO_5f341fd3-2ffb-45ec-ab91-739a67a8836a,Regular
CO_625d0475-21d2-415a-9345-2df8ae632b70,No fish
CO_65eada81-28d3-417d-91dd-cfac95e06e4d,Regular
CO_68535dee-8378-4e5e-87b4-2cdac2ab0006,Regular
CO_70136a98-20e5-4094-8d5f-3209c47451ff,Regular
CO_712bab6e-2864-49ac-8033-9290bf9b7a09,Regular
CO_715a4dab-2d96-4860-97de-269f6ce84f81,Regular
CO_72f04fc4-fbca-451b-b71d-6813544668b8,Regular
CO_72fe7782-0309-42f3-917a-b873c1f6ff68,Regular
CO_78aebb13-1b4a-4206-99b6-625828cd707d,Regular
CO_7bdce837-01fe-4037-ad61-52a686d0207c,Regular
CO_7d372675-e7df-482c-8050-19bd60996702,Regular
CO_7d5ccad4-e3b1-4242-b472-572f4aa6806b,Vegetarian/Vegan
CO_7fbbb88c-7997-48ec-a031-e044066e2c88,Regular
CO_81429bd5-3ec0-4d07-b200-58ac86f2bcff,Vegetarian/Vegan
CO_81fb1ba7-02b2-4e38-962b-e05e42bfd075,Gluten free
CO_84253619-a500-4f27-b75b-457a29cd8569,Regular
CO_84832aaa-5223-4289-b730-991cad59365c,Regular
CO_851dad6a-b93a-4e68-bfe3-124b88386b15,Gluten free & Lactose free
CO_8550165f-d088-4b2c-b677-6baf67270122,Regular
CO_864e4162-0fab-464c-b63d-71f7e3402f6b,Regular
CO_8789228f-0a6f-4da3-8ef2-4debfd00c122,Regular
CO_88311ede-9be8-4754-a86d-276d1be6b4b9,Regular
CO_890b6d1d-fe3d-47d7-95fa-b63a2a6fe63c,Regular
CO_8c092b9e-494e-4b64-8920-4f929726c837,Regular
CO_8ca0086b-cae9-4758-a6fb-adf41a8a4019,Vegetarian/Vegan
CO_8d00af00-478d-480e-9a89-a546779d1553,Regular
CO_8e9887fb-afe7-4775-ae6a-f36121cd3f1f,Regular
CO_8f5413d4-d10e-44c9-8d53-aefc88449a86,Regular
CO_8fe3ea98-ce18-4e2f-8f0f-fbce13dc439c,Regular
CO_91257e9c-5477-451c-afba-1c9440b44581,Regular
CO_927877ff-6963-4db5-9134-550a7d9e315e,No pork
CO_93bd4a4c-dc58-4969-866e-c6defcb9b92d,Regular
CO_94c420ef-836d-428d-a0db-59fc11589f1e,Vegetarian/Vegan
CO_9649d267-68ed-46ff-8431-8d43514f24c8,Regular
CO_98c0dd94-0348-46d1-bb20-76a31fc9f709,Regular
CO_98f0384f-1a88-498a-b3db-40e5f805c73a,Regular
CO_9b8fcd08-e5a2-4bb8-9bf2-cc1c9632ba76,Regular
CO_9b904e1d-9813-4457-9960-5b44ab08de23,Vegetarian/Vegan
CO_9d5387f6-eaed-4ccf-98f4-5a5b48d14088,Regular
CO_9d6d1d59-5a55-40d0-92a5-e19079d84e43,Regular
CO_9dab6846-16ff-496f-a6cd-f5d2004ebfce,Regular
CO_a33c567d-3761-48be-ad73-0398d189309c,Regular
CO_a41f95a7-de69-4747-ba1b-56330b6ba27e,Regular
CO_a43d42bc-1520-4d7f-982f-58d2fcd776c1,Regular
CO_a54ccb2c-8391-4c13-8ed1-4e07a1391f6f,Regular
CO_a726dc6c-5a59-4d2b-a2f0-84517af15937,Regular
CO_a852d6e3-8847-4d8a-a3dc-7551e983043a,Vegetarian/Vegan
CO_a88de1ff-b4b1-4af3-9890-0de9c435c635,Regular
CO_a9040879-5725-450d-b0a4-3d58a8b45c50,Regular
CO_aa3d5e41-439c-40c1-93bd-dfc35db09809,Regular
CO_aba3df6c-3192-497a-8698-f530728172e3,Regular
CO_ae29fce8-2437-45d6-b6c9-c284b27d8009,Regular
CO_af17b42d-f285-4df6-8e3a-6c7c17d8b144,Regular
CO_af466714-8f4d-4428-a1ea-1897d73b2bc9,Lactose free
CO_b28b30a1-dc77-4cee-a82d-7bce296a0442,Regular
CO_b4b9b3e3-4cb2-4c19-b1a6-c1321c0f1fdd,Regular
CO_b7fa7c2b-8ce6-4b76-9554-64ce9967bfba,Regular
CO_b993ce5e-c651-4fd6-93c4-4d79f869747f,Lactose free
CO_beadb062-debd-4f5d-8305-48b2212f2d9a,Regular
CO_c15ce403-c49c-4ff1-981e-5eb4788cb920,Regular
CO_c66f5f52-79c0-4a61-ac16-c6986b16bb10,Regular
CO_c6842714-61a9-46d8-87e6-747ed0531a21,Regular
CO_c970dce3-8f2c-49f3-a23e-63155bd04e8f,Regular
CO_cf7919e2-0944-42e0-a6ed-437c98a02fc1,No pork
CO_d1949c8c-20c3-421a-8bac-b537749b30cb,Regular
CO_d264e434-c799-48ff-9ac5-126d67e93ec4,Regular
CO_db6508d5-0e4e-42ae-b6f3-1501463ef4db,Regular
CO_dbf6a6ab-9756-4178-ac31-b2fd2bca711b,Regular
CO_e1e10712-2289-42ff-81bf-243de8aa28c4,Regular
CO_e2af9890-2f03-4361-aa93-969031ae87d1,Regular
CO_e83e0130-f09c-4572-b3e6-bb340fb5e601,Regular
CO_e96bb827-54e8-460b-b103-542976a8621c,Regular
CO_eab8ff5f-ff32-48b6-9d57-4a63855e0e11,Regular
CO_ef33073d-f072-453c-a9a6-cd30275e546a,Regular
CO_ef84812b-cfdb-442c-8557-b65fea12fd97,Vegetarian/Vegan
CO_f2af5cae-e6a1-4ab1-9ef4-f5732777e7c4,Regular
CO_f32b1117-314d-4528-9c6e-81516ac20df3,Regular
CO_f3be940d-71a2-4775-9888-c8235fea7453,No fish
CO_f4eea92b-9324-46ad-b587-20c0b2c3262b,Regular
CO_facc2bdd-af23-48de-bcf9-6dc65d92cc8e,Regular
CO_fcecf718-4b02-4271-bda6-787c512c3804,Regular
CO_fe7bb784-6998-4d8d-b63a-063c3a4186a9,Regular
CO_ff6313c5-4c8e-47d6-b3d1-b7edd5281a14,Regular
CO_ffa96990-f1f3-49c6-abcc-30f32e632a33,Vegetarian/Vegan
EA_Adela.Smejkalova,No fish (and mushrooms)
EA_alumnipaul,Regular
EA_jeroen,Regular
EA_Martina Bo,Regular
EA_pagoug,Regular
EA_supernick,Regular
CO_289e534f-56a3-436d-beb9-bd26635e38c9,Regular
CO_51b9e4f0-3b81-4e24-a77c-ddca2af6bba5,Regular
CO_fd39950f-7c2f-4e24-ad60-f762ada0b233,Vegetarian/Vegan
CO_0f33e4b2-d4e7-41e0-81df-183204da30f5,Regular
CO_5725effa-535c-41da-8b84-68909774c974,Regular
CO_937739e9-bcf4-4333-8f4b-93e7b3448546,Regular
CO_cabb3ec2-8a5b-4eb1-b24d-90ee6da59e8b,Regular
CO_d3ca89e6-7747-4421-9012-bf767a884fd8,Regular
CO_ff825a58-1ab6-4d4e-ba4d-b13083e2669d,Regular
CO_007a23f9-5a8c-4251-8574-418799889d18,Regular
CO_39295208-af55-4325-bb2f-b8ff500b955b,Regular
CO_f8be59a1-56d4-49be-9bd9-9e5304289cb3,Vegetarian/Vegan
CO_a362c565-a003-45a9-9011-9a02a4de519c,Regular
CO_7563101c-6f62-4c83-84a5-90646b53f8a8,Vegetarian/Vegan
CO_8130ed26-9ca4-4bd4-a143-ce5e2663b228,Regular
CO_6a0c08fd-ec2f-43f8-9eb0-d0df07f5149c,Regular
CO_2dd24266-5671-447b-b3b8-d3fe44c0828b,Regular
CO_dad38637-3540-43f0-b275-6a3bf79d8dc9,Regular
CO_53d7b408-b827-42b8-9345-bff788664313,Gluten free
